"OpenML_Dataset_ID","Dataset_Name","Attribute_Name","Attribute_Type"
552,"detroit","LIC","Numeric"
552,"detroit","GR","Numeric"
552,"detroit","CLEAR","Numeric"
552,"detroit","WM","Numeric"
552,"detroit","NMAN","Numeric"
552,"detroit","GOV","Numeric"
552,"detroit","HE","Numeric"
552,"detroit","WE","Numeric"
552,"detroit","HOM","Numeric"
552,"detroit","ACC","Numeric"
552,"detroit","ASR","Numeric"
554,"mnist_784","pixel1","Nominal"
554,"mnist_784","pixel2","Nominal"
554,"mnist_784","pixel3","Nominal"
554,"mnist_784","pixel4","Nominal"
554,"mnist_784","pixel5","Nominal"
554,"mnist_784","pixel6","Nominal"
554,"mnist_784","pixel7","Nominal"
554,"mnist_784","pixel8","Nominal"
554,"mnist_784","pixel9","Nominal"
554,"mnist_784","pixel10","Nominal"
554,"mnist_784","pixel11","Nominal"
554,"mnist_784","pixel12","Nominal"
554,"mnist_784","pixel13","Nominal"
554,"mnist_784","pixel14","Nominal"
554,"mnist_784","pixel15","Nominal"
554,"mnist_784","pixel16","Nominal"
554,"mnist_784","pixel17","Nominal"
554,"mnist_784","pixel18","Nominal"
554,"mnist_784","pixel19","Nominal"
554,"mnist_784","pixel20","Nominal"
554,"mnist_784","pixel21","Nominal"
554,"mnist_784","pixel22","Nominal"
554,"mnist_784","pixel23","Nominal"
554,"mnist_784","pixel24","Nominal"
554,"mnist_784","pixel25","Nominal"
554,"mnist_784","pixel26","Nominal"
554,"mnist_784","pixel27","Nominal"
554,"mnist_784","pixel28","Nominal"
554,"mnist_784","pixel29","Nominal"
554,"mnist_784","pixel30","Nominal"
554,"mnist_784","pixel31","Nominal"
554,"mnist_784","pixel32","Nominal"
554,"mnist_784","pixel33","Nominal"
554,"mnist_784","pixel34","Nominal"
554,"mnist_784","pixel35","Nominal"
554,"mnist_784","pixel36","Nominal"
554,"mnist_784","pixel37","Numeric"
554,"mnist_784","pixel38","Numeric"
554,"mnist_784","pixel39","Numeric"
554,"mnist_784","pixel40","Numeric"
554,"mnist_784","pixel41","Numeric"
554,"mnist_784","pixel42","Numeric"
554,"mnist_784","pixel43","Numeric"
554,"mnist_784","pixel44","Numeric"
554,"mnist_784","pixel45","Numeric"
554,"mnist_784","pixel46","Numeric"
554,"mnist_784","pixel47","Numeric"
554,"mnist_784","pixel48","Numeric"
554,"mnist_784","pixel49","Numeric"
554,"mnist_784","pixel50","Nominal"
554,"mnist_784","pixel51","Nominal"
554,"mnist_784","pixel52","Nominal"
554,"mnist_784","pixel53","Nominal"
554,"mnist_784","pixel54","Nominal"
554,"mnist_784","pixel55","Nominal"
554,"mnist_784","pixel56","Nominal"
554,"mnist_784","pixel57","Nominal"
554,"mnist_784","pixel58","Nominal"
554,"mnist_784","pixel59","Nominal"
554,"mnist_784","pixel60","Nominal"
554,"mnist_784","pixel61","Nominal"
554,"mnist_784","pixel62","Numeric"
554,"mnist_784","pixel63","Numeric"
554,"mnist_784","pixel64","Numeric"
554,"mnist_784","pixel65","Numeric"
554,"mnist_784","pixel66","Numeric"
554,"mnist_784","pixel67","Numeric"
554,"mnist_784","pixel68","Numeric"
554,"mnist_784","pixel69","Numeric"
554,"mnist_784","pixel70","Numeric"
554,"mnist_784","pixel71","Numeric"
554,"mnist_784","pixel72","Numeric"
554,"mnist_784","pixel73","Numeric"
554,"mnist_784","pixel74","Numeric"
554,"mnist_784","pixel75","Numeric"
554,"mnist_784","pixel76","Numeric"
554,"mnist_784","pixel77","Numeric"
554,"mnist_784","pixel78","Numeric"
554,"mnist_784","pixel79","Numeric"
554,"mnist_784","pixel80","Numeric"
554,"mnist_784","pixel81","Numeric"
554,"mnist_784","pixel82","Nominal"
554,"mnist_784","pixel83","Nominal"
554,"mnist_784","pixel84","Nominal"
554,"mnist_784","pixel85","Nominal"
554,"mnist_784","pixel86","Nominal"
554,"mnist_784","pixel87","Nominal"
554,"mnist_784","pixel88","Nominal"
554,"mnist_784","pixel89","Numeric"
554,"mnist_784","pixel90","Numeric"
554,"mnist_784","pixel91","Numeric"
554,"mnist_784","pixel92","Numeric"
554,"mnist_784","pixel93","Numeric"
554,"mnist_784","pixel94","Numeric"
554,"mnist_784","pixel95","Numeric"
554,"mnist_784","pixel96","Numeric"
554,"mnist_784","pixel97","Numeric"
554,"mnist_784","pixel98","Numeric"
554,"mnist_784","pixel99","Numeric"
554,"mnist_784","pixel100","Numeric"
554,"mnist_784","pixel101","Numeric"
554,"mnist_784","pixel102","Numeric"
554,"mnist_784","pixel103","Numeric"
554,"mnist_784","pixel104","Numeric"
554,"mnist_784","pixel105","Numeric"
554,"mnist_784","pixel106","Numeric"
554,"mnist_784","pixel107","Numeric"
554,"mnist_784","pixel108","Numeric"
554,"mnist_784","pixel109","Numeric"
554,"mnist_784","pixel110","Numeric"
554,"mnist_784","pixel111","Nominal"
554,"mnist_784","pixel112","Nominal"
554,"mnist_784","pixel113","Nominal"
554,"mnist_784","pixel114","Nominal"
554,"mnist_784","pixel115","Nominal"
554,"mnist_784","pixel116","Numeric"
554,"mnist_784","pixel117","Numeric"
554,"mnist_784","pixel118","Numeric"
554,"mnist_784","pixel119","Numeric"
554,"mnist_784","pixel120","Numeric"
554,"mnist_784","pixel121","Numeric"
554,"mnist_784","pixel122","Numeric"
554,"mnist_784","pixel123","Numeric"
554,"mnist_784","pixel124","Numeric"
554,"mnist_784","pixel125","Numeric"
554,"mnist_784","pixel126","Numeric"
554,"mnist_784","pixel127","Numeric"
554,"mnist_784","pixel128","Numeric"
554,"mnist_784","pixel129","Numeric"
554,"mnist_784","pixel130","Numeric"
554,"mnist_784","pixel131","Numeric"
554,"mnist_784","pixel132","Numeric"
554,"mnist_784","pixel133","Numeric"
554,"mnist_784","pixel134","Numeric"
554,"mnist_784","pixel135","Numeric"
554,"mnist_784","pixel136","Numeric"
554,"mnist_784","pixel137","Numeric"
554,"mnist_784","pixel138","Numeric"
554,"mnist_784","pixel139","Numeric"
554,"mnist_784","pixel140","Nominal"
554,"mnist_784","pixel141","Nominal"
554,"mnist_784","pixel142","Nominal"
554,"mnist_784","pixel143","Nominal"
554,"mnist_784","pixel144","Numeric"
554,"mnist_784","pixel145","Numeric"
554,"mnist_784","pixel146","Numeric"
554,"mnist_784","pixel147","Numeric"
554,"mnist_784","pixel148","Numeric"
554,"mnist_784","pixel149","Numeric"
554,"mnist_784","pixel150","Numeric"
554,"mnist_784","pixel151","Numeric"
554,"mnist_784","pixel152","Numeric"
554,"mnist_784","pixel153","Numeric"
554,"mnist_784","pixel154","Numeric"
554,"mnist_784","pixel155","Numeric"
554,"mnist_784","pixel156","Numeric"
554,"mnist_784","pixel157","Numeric"
554,"mnist_784","pixel158","Numeric"
554,"mnist_784","pixel159","Numeric"
554,"mnist_784","pixel160","Numeric"
554,"mnist_784","pixel161","Numeric"
554,"mnist_784","pixel162","Numeric"
554,"mnist_784","pixel163","Numeric"
554,"mnist_784","pixel164","Numeric"
554,"mnist_784","pixel165","Numeric"
554,"mnist_784","pixel166","Numeric"
554,"mnist_784","pixel167","Numeric"
554,"mnist_784","pixel168","Nominal"
554,"mnist_784","pixel169","Nominal"
554,"mnist_784","pixel170","Nominal"
554,"mnist_784","pixel171","Numeric"
554,"mnist_784","pixel172","Numeric"
554,"mnist_784","pixel173","Numeric"
554,"mnist_784","pixel174","Numeric"
554,"mnist_784","pixel175","Numeric"
554,"mnist_784","pixel176","Numeric"
554,"mnist_784","pixel177","Numeric"
554,"mnist_784","pixel178","Numeric"
554,"mnist_784","pixel179","Numeric"
554,"mnist_784","pixel180","Numeric"
554,"mnist_784","pixel181","Numeric"
554,"mnist_784","pixel182","Numeric"
554,"mnist_784","pixel183","Numeric"
554,"mnist_784","pixel184","Numeric"
554,"mnist_784","pixel185","Numeric"
554,"mnist_784","pixel186","Numeric"
554,"mnist_784","pixel187","Numeric"
554,"mnist_784","pixel188","Numeric"
554,"mnist_784","pixel189","Numeric"
554,"mnist_784","pixel190","Numeric"
554,"mnist_784","pixel191","Numeric"
554,"mnist_784","pixel192","Numeric"
554,"mnist_784","pixel193","Numeric"
554,"mnist_784","pixel194","Numeric"
554,"mnist_784","pixel195","Numeric"
554,"mnist_784","pixel196","Numeric"
554,"mnist_784","pixel197","Nominal"
554,"mnist_784","pixel198","Numeric"
554,"mnist_784","pixel199","Numeric"
554,"mnist_784","pixel200","Numeric"
554,"mnist_784","pixel201","Numeric"
554,"mnist_784","pixel202","Numeric"
554,"mnist_784","pixel203","Numeric"
554,"mnist_784","pixel204","Numeric"
554,"mnist_784","pixel205","Numeric"
554,"mnist_784","pixel206","Numeric"
554,"mnist_784","pixel207","Numeric"
554,"mnist_784","pixel208","Numeric"
554,"mnist_784","pixel209","Numeric"
554,"mnist_784","pixel210","Numeric"
554,"mnist_784","pixel211","Numeric"
554,"mnist_784","pixel212","Numeric"
554,"mnist_784","pixel213","Numeric"
554,"mnist_784","pixel214","Numeric"
554,"mnist_784","pixel215","Numeric"
554,"mnist_784","pixel216","Numeric"
554,"mnist_784","pixel217","Numeric"
554,"mnist_784","pixel218","Numeric"
554,"mnist_784","pixel219","Numeric"
554,"mnist_784","pixel220","Numeric"
554,"mnist_784","pixel221","Numeric"
554,"mnist_784","pixel222","Numeric"
554,"mnist_784","pixel223","Numeric"
554,"mnist_784","pixel224","Numeric"
554,"mnist_784","pixel225","Nominal"
554,"mnist_784","pixel226","Numeric"
554,"mnist_784","pixel227","Numeric"
554,"mnist_784","pixel228","Numeric"
554,"mnist_784","pixel229","Numeric"
554,"mnist_784","pixel230","Numeric"
554,"mnist_784","pixel231","Numeric"
554,"mnist_784","pixel232","Numeric"
554,"mnist_784","pixel233","Numeric"
554,"mnist_784","pixel234","Numeric"
554,"mnist_784","pixel235","Numeric"
554,"mnist_784","pixel236","Numeric"
554,"mnist_784","pixel237","Numeric"
554,"mnist_784","pixel238","Numeric"
554,"mnist_784","pixel239","Numeric"
554,"mnist_784","pixel240","Numeric"
554,"mnist_784","pixel241","Numeric"
554,"mnist_784","pixel242","Numeric"
554,"mnist_784","pixel243","Numeric"
554,"mnist_784","pixel244","Numeric"
554,"mnist_784","pixel245","Numeric"
554,"mnist_784","pixel246","Numeric"
554,"mnist_784","pixel247","Numeric"
554,"mnist_784","pixel248","Numeric"
554,"mnist_784","pixel249","Numeric"
554,"mnist_784","pixel250","Numeric"
554,"mnist_784","pixel251","Numeric"
554,"mnist_784","pixel252","Numeric"
554,"mnist_784","pixel253","Nominal"
554,"mnist_784","pixel254","Numeric"
554,"mnist_784","pixel255","Numeric"
554,"mnist_784","pixel256","Numeric"
554,"mnist_784","pixel257","Numeric"
554,"mnist_784","pixel258","Numeric"
554,"mnist_784","pixel259","Numeric"
554,"mnist_784","pixel260","Numeric"
554,"mnist_784","pixel261","Numeric"
554,"mnist_784","pixel262","Numeric"
554,"mnist_784","pixel263","Numeric"
554,"mnist_784","pixel264","Numeric"
554,"mnist_784","pixel265","Numeric"
554,"mnist_784","pixel266","Numeric"
554,"mnist_784","pixel267","Numeric"
554,"mnist_784","pixel268","Numeric"
554,"mnist_784","pixel269","Numeric"
554,"mnist_784","pixel270","Numeric"
554,"mnist_784","pixel271","Numeric"
554,"mnist_784","pixel272","Numeric"
554,"mnist_784","pixel273","Numeric"
554,"mnist_784","pixel274","Numeric"
554,"mnist_784","pixel275","Numeric"
554,"mnist_784","pixel276","Numeric"
554,"mnist_784","pixel277","Numeric"
554,"mnist_784","pixel278","Numeric"
554,"mnist_784","pixel279","Numeric"
554,"mnist_784","pixel280","Numeric"
554,"mnist_784","pixel281","Nominal"
554,"mnist_784","pixel282","Numeric"
554,"mnist_784","pixel283","Numeric"
554,"mnist_784","pixel284","Numeric"
554,"mnist_784","pixel285","Numeric"
554,"mnist_784","pixel286","Numeric"
554,"mnist_784","pixel287","Numeric"
554,"mnist_784","pixel288","Numeric"
554,"mnist_784","pixel289","Numeric"
554,"mnist_784","pixel290","Numeric"
554,"mnist_784","pixel291","Numeric"
554,"mnist_784","pixel292","Numeric"
554,"mnist_784","pixel293","Numeric"
554,"mnist_784","pixel294","Numeric"
554,"mnist_784","pixel295","Numeric"
554,"mnist_784","pixel296","Numeric"
554,"mnist_784","pixel297","Numeric"
554,"mnist_784","pixel298","Numeric"
554,"mnist_784","pixel299","Numeric"
554,"mnist_784","pixel300","Numeric"
554,"mnist_784","pixel301","Numeric"
554,"mnist_784","pixel302","Numeric"
554,"mnist_784","pixel303","Numeric"
554,"mnist_784","pixel304","Numeric"
554,"mnist_784","pixel305","Numeric"
554,"mnist_784","pixel306","Numeric"
554,"mnist_784","pixel307","Numeric"
554,"mnist_784","pixel308","Numeric"
554,"mnist_784","pixel309","Nominal"
554,"mnist_784","pixel310","Numeric"
554,"mnist_784","pixel311","Numeric"
554,"mnist_784","pixel312","Numeric"
554,"mnist_784","pixel313","Numeric"
554,"mnist_784","pixel314","Numeric"
554,"mnist_784","pixel315","Numeric"
554,"mnist_784","pixel316","Numeric"
554,"mnist_784","pixel317","Numeric"
554,"mnist_784","pixel318","Numeric"
554,"mnist_784","pixel319","Numeric"
554,"mnist_784","pixel320","Numeric"
554,"mnist_784","pixel321","Numeric"
554,"mnist_784","pixel322","Numeric"
554,"mnist_784","pixel323","Numeric"
554,"mnist_784","pixel324","Numeric"
554,"mnist_784","pixel325","Numeric"
554,"mnist_784","pixel326","Numeric"
554,"mnist_784","pixel327","Numeric"
554,"mnist_784","pixel328","Numeric"
554,"mnist_784","pixel329","Numeric"
554,"mnist_784","pixel330","Numeric"
554,"mnist_784","pixel331","Numeric"
554,"mnist_784","pixel332","Numeric"
554,"mnist_784","pixel333","Numeric"
554,"mnist_784","pixel334","Numeric"
554,"mnist_784","pixel335","Numeric"
554,"mnist_784","pixel336","Nominal"
554,"mnist_784","pixel337","Nominal"
554,"mnist_784","pixel338","Numeric"
554,"mnist_784","pixel339","Numeric"
554,"mnist_784","pixel340","Numeric"
554,"mnist_784","pixel341","Numeric"
554,"mnist_784","pixel342","Numeric"
554,"mnist_784","pixel343","Numeric"
554,"mnist_784","pixel344","Numeric"
554,"mnist_784","pixel345","Numeric"
554,"mnist_784","pixel346","Numeric"
554,"mnist_784","pixel347","Numeric"
554,"mnist_784","pixel348","Numeric"
554,"mnist_784","pixel349","Numeric"
554,"mnist_784","pixel350","Numeric"
554,"mnist_784","pixel351","Numeric"
554,"mnist_784","pixel352","Numeric"
554,"mnist_784","pixel353","Numeric"
554,"mnist_784","pixel354","Numeric"
554,"mnist_784","pixel355","Numeric"
554,"mnist_784","pixel356","Numeric"
554,"mnist_784","pixel357","Numeric"
554,"mnist_784","pixel358","Numeric"
554,"mnist_784","pixel359","Numeric"
554,"mnist_784","pixel360","Numeric"
554,"mnist_784","pixel361","Numeric"
554,"mnist_784","pixel362","Numeric"
554,"mnist_784","pixel363","Numeric"
554,"mnist_784","pixel364","Nominal"
554,"mnist_784","pixel365","Nominal"
554,"mnist_784","pixel366","Numeric"
554,"mnist_784","pixel367","Numeric"
554,"mnist_784","pixel368","Numeric"
554,"mnist_784","pixel369","Numeric"
554,"mnist_784","pixel370","Numeric"
554,"mnist_784","pixel371","Numeric"
554,"mnist_784","pixel372","Numeric"
554,"mnist_784","pixel373","Numeric"
554,"mnist_784","pixel374","Numeric"
554,"mnist_784","pixel375","Numeric"
554,"mnist_784","pixel376","Numeric"
554,"mnist_784","pixel377","Numeric"
554,"mnist_784","pixel378","Numeric"
554,"mnist_784","pixel379","Numeric"
554,"mnist_784","pixel380","Numeric"
554,"mnist_784","pixel381","Numeric"
554,"mnist_784","pixel382","Numeric"
554,"mnist_784","pixel383","Numeric"
554,"mnist_784","pixel384","Numeric"
554,"mnist_784","pixel385","Numeric"
554,"mnist_784","pixel386","Numeric"
554,"mnist_784","pixel387","Numeric"
554,"mnist_784","pixel388","Numeric"
554,"mnist_784","pixel389","Numeric"
554,"mnist_784","pixel390","Numeric"
554,"mnist_784","pixel391","Numeric"
554,"mnist_784","pixel392","Nominal"
554,"mnist_784","pixel393","Nominal"
554,"mnist_784","pixel394","Nominal"
554,"mnist_784","pixel395","Numeric"
554,"mnist_784","pixel396","Numeric"
554,"mnist_784","pixel397","Numeric"
554,"mnist_784","pixel398","Numeric"
554,"mnist_784","pixel399","Numeric"
554,"mnist_784","pixel400","Numeric"
554,"mnist_784","pixel401","Numeric"
554,"mnist_784","pixel402","Numeric"
554,"mnist_784","pixel403","Numeric"
554,"mnist_784","pixel404","Numeric"
554,"mnist_784","pixel405","Numeric"
554,"mnist_784","pixel406","Numeric"
554,"mnist_784","pixel407","Numeric"
554,"mnist_784","pixel408","Numeric"
554,"mnist_784","pixel409","Numeric"
554,"mnist_784","pixel410","Numeric"
554,"mnist_784","pixel411","Numeric"
554,"mnist_784","pixel412","Numeric"
554,"mnist_784","pixel413","Numeric"
554,"mnist_784","pixel414","Numeric"
554,"mnist_784","pixel415","Numeric"
554,"mnist_784","pixel416","Numeric"
554,"mnist_784","pixel417","Numeric"
554,"mnist_784","pixel418","Numeric"
554,"mnist_784","pixel419","Numeric"
554,"mnist_784","pixel420","Nominal"
554,"mnist_784","pixel421","Nominal"
554,"mnist_784","pixel422","Nominal"
554,"mnist_784","pixel423","Numeric"
554,"mnist_784","pixel424","Numeric"
554,"mnist_784","pixel425","Numeric"
554,"mnist_784","pixel426","Numeric"
554,"mnist_784","pixel427","Numeric"
554,"mnist_784","pixel428","Numeric"
554,"mnist_784","pixel429","Numeric"
554,"mnist_784","pixel430","Numeric"
554,"mnist_784","pixel431","Numeric"
554,"mnist_784","pixel432","Numeric"
554,"mnist_784","pixel433","Numeric"
554,"mnist_784","pixel434","Numeric"
554,"mnist_784","pixel435","Numeric"
554,"mnist_784","pixel436","Numeric"
554,"mnist_784","pixel437","Numeric"
554,"mnist_784","pixel438","Numeric"
554,"mnist_784","pixel439","Numeric"
554,"mnist_784","pixel440","Numeric"
554,"mnist_784","pixel441","Numeric"
554,"mnist_784","pixel442","Numeric"
554,"mnist_784","pixel443","Numeric"
554,"mnist_784","pixel444","Numeric"
554,"mnist_784","pixel445","Numeric"
554,"mnist_784","pixel446","Numeric"
554,"mnist_784","pixel447","Numeric"
554,"mnist_784","pixel448","Nominal"
554,"mnist_784","pixel449","Nominal"
554,"mnist_784","pixel450","Nominal"
554,"mnist_784","pixel451","Numeric"
554,"mnist_784","pixel452","Numeric"
554,"mnist_784","pixel453","Numeric"
554,"mnist_784","pixel454","Numeric"
554,"mnist_784","pixel455","Numeric"
554,"mnist_784","pixel456","Numeric"
554,"mnist_784","pixel457","Numeric"
554,"mnist_784","pixel458","Numeric"
554,"mnist_784","pixel459","Numeric"
554,"mnist_784","pixel460","Numeric"
554,"mnist_784","pixel461","Numeric"
554,"mnist_784","pixel462","Numeric"
554,"mnist_784","pixel463","Numeric"
554,"mnist_784","pixel464","Numeric"
554,"mnist_784","pixel465","Numeric"
554,"mnist_784","pixel466","Numeric"
554,"mnist_784","pixel467","Numeric"
554,"mnist_784","pixel468","Numeric"
554,"mnist_784","pixel469","Numeric"
554,"mnist_784","pixel470","Numeric"
554,"mnist_784","pixel471","Numeric"
554,"mnist_784","pixel472","Numeric"
554,"mnist_784","pixel473","Numeric"
554,"mnist_784","pixel474","Numeric"
554,"mnist_784","pixel475","Numeric"
554,"mnist_784","pixel476","Nominal"
554,"mnist_784","pixel477","Nominal"
554,"mnist_784","pixel478","Nominal"
554,"mnist_784","pixel479","Numeric"
554,"mnist_784","pixel480","Numeric"
554,"mnist_784","pixel481","Numeric"
554,"mnist_784","pixel482","Numeric"
554,"mnist_784","pixel483","Numeric"
554,"mnist_784","pixel484","Numeric"
554,"mnist_784","pixel485","Numeric"
554,"mnist_784","pixel486","Numeric"
554,"mnist_784","pixel487","Numeric"
554,"mnist_784","pixel488","Numeric"
554,"mnist_784","pixel489","Numeric"
554,"mnist_784","pixel490","Numeric"
554,"mnist_784","pixel491","Numeric"
554,"mnist_784","pixel492","Numeric"
554,"mnist_784","pixel493","Numeric"
554,"mnist_784","pixel494","Numeric"
554,"mnist_784","pixel495","Numeric"
554,"mnist_784","pixel496","Numeric"
554,"mnist_784","pixel497","Numeric"
554,"mnist_784","pixel498","Numeric"
554,"mnist_784","pixel499","Numeric"
554,"mnist_784","pixel500","Numeric"
554,"mnist_784","pixel501","Numeric"
554,"mnist_784","pixel502","Numeric"
554,"mnist_784","pixel503","Numeric"
554,"mnist_784","pixel504","Nominal"
554,"mnist_784","pixel505","Nominal"
554,"mnist_784","pixel506","Nominal"
554,"mnist_784","pixel507","Numeric"
554,"mnist_784","pixel508","Numeric"
554,"mnist_784","pixel509","Numeric"
554,"mnist_784","pixel510","Numeric"
554,"mnist_784","pixel511","Numeric"
554,"mnist_784","pixel512","Numeric"
554,"mnist_784","pixel513","Numeric"
554,"mnist_784","pixel514","Numeric"
554,"mnist_784","pixel515","Numeric"
554,"mnist_784","pixel516","Numeric"
554,"mnist_784","pixel517","Numeric"
554,"mnist_784","pixel518","Numeric"
554,"mnist_784","pixel519","Numeric"
554,"mnist_784","pixel520","Numeric"
554,"mnist_784","pixel521","Numeric"
554,"mnist_784","pixel522","Numeric"
554,"mnist_784","pixel523","Numeric"
554,"mnist_784","pixel524","Numeric"
554,"mnist_784","pixel525","Numeric"
554,"mnist_784","pixel526","Numeric"
554,"mnist_784","pixel527","Numeric"
554,"mnist_784","pixel528","Numeric"
554,"mnist_784","pixel529","Numeric"
554,"mnist_784","pixel530","Numeric"
554,"mnist_784","pixel531","Numeric"
554,"mnist_784","pixel532","Nominal"
554,"mnist_784","pixel533","Nominal"
554,"mnist_784","pixel534","Nominal"
554,"mnist_784","pixel535","Numeric"
554,"mnist_784","pixel536","Numeric"
554,"mnist_784","pixel537","Numeric"
554,"mnist_784","pixel538","Numeric"
554,"mnist_784","pixel539","Numeric"
554,"mnist_784","pixel540","Numeric"
554,"mnist_784","pixel541","Numeric"
554,"mnist_784","pixel542","Numeric"
554,"mnist_784","pixel543","Numeric"
554,"mnist_784","pixel544","Numeric"
554,"mnist_784","pixel545","Numeric"
554,"mnist_784","pixel546","Numeric"
554,"mnist_784","pixel547","Numeric"
554,"mnist_784","pixel548","Numeric"
554,"mnist_784","pixel549","Numeric"
554,"mnist_784","pixel550","Numeric"
554,"mnist_784","pixel551","Numeric"
554,"mnist_784","pixel552","Numeric"
554,"mnist_784","pixel553","Numeric"
554,"mnist_784","pixel554","Numeric"
554,"mnist_784","pixel555","Numeric"
554,"mnist_784","pixel556","Numeric"
554,"mnist_784","pixel557","Numeric"
554,"mnist_784","pixel558","Numeric"
554,"mnist_784","pixel559","Numeric"
554,"mnist_784","pixel560","Nominal"
554,"mnist_784","pixel561","Nominal"
554,"mnist_784","pixel562","Nominal"
554,"mnist_784","pixel563","Numeric"
554,"mnist_784","pixel564","Numeric"
554,"mnist_784","pixel565","Numeric"
554,"mnist_784","pixel566","Numeric"
554,"mnist_784","pixel567","Numeric"
554,"mnist_784","pixel568","Numeric"
554,"mnist_784","pixel569","Numeric"
554,"mnist_784","pixel570","Numeric"
554,"mnist_784","pixel571","Numeric"
554,"mnist_784","pixel572","Numeric"
554,"mnist_784","pixel573","Numeric"
554,"mnist_784","pixel574","Numeric"
554,"mnist_784","pixel575","Numeric"
554,"mnist_784","pixel576","Numeric"
554,"mnist_784","pixel577","Numeric"
554,"mnist_784","pixel578","Numeric"
554,"mnist_784","pixel579","Numeric"
554,"mnist_784","pixel580","Numeric"
554,"mnist_784","pixel581","Numeric"
554,"mnist_784","pixel582","Numeric"
554,"mnist_784","pixel583","Numeric"
554,"mnist_784","pixel584","Numeric"
554,"mnist_784","pixel585","Numeric"
554,"mnist_784","pixel586","Numeric"
554,"mnist_784","pixel587","Numeric"
554,"mnist_784","pixel588","Nominal"
554,"mnist_784","pixel589","Nominal"
554,"mnist_784","pixel590","Nominal"
554,"mnist_784","pixel591","Numeric"
554,"mnist_784","pixel592","Numeric"
554,"mnist_784","pixel593","Numeric"
554,"mnist_784","pixel594","Numeric"
554,"mnist_784","pixel595","Numeric"
554,"mnist_784","pixel596","Numeric"
554,"mnist_784","pixel597","Numeric"
554,"mnist_784","pixel598","Numeric"
554,"mnist_784","pixel599","Numeric"
554,"mnist_784","pixel600","Numeric"
554,"mnist_784","pixel601","Numeric"
554,"mnist_784","pixel602","Numeric"
554,"mnist_784","pixel603","Numeric"
554,"mnist_784","pixel604","Numeric"
554,"mnist_784","pixel605","Numeric"
554,"mnist_784","pixel606","Numeric"
554,"mnist_784","pixel607","Numeric"
554,"mnist_784","pixel608","Numeric"
554,"mnist_784","pixel609","Numeric"
554,"mnist_784","pixel610","Numeric"
554,"mnist_784","pixel611","Numeric"
554,"mnist_784","pixel612","Numeric"
554,"mnist_784","pixel613","Numeric"
554,"mnist_784","pixel614","Numeric"
554,"mnist_784","pixel615","Numeric"
554,"mnist_784","pixel616","Nominal"
554,"mnist_784","pixel617","Nominal"
554,"mnist_784","pixel618","Nominal"
554,"mnist_784","pixel619","Numeric"
554,"mnist_784","pixel620","Numeric"
554,"mnist_784","pixel621","Numeric"
554,"mnist_784","pixel622","Numeric"
554,"mnist_784","pixel623","Numeric"
554,"mnist_784","pixel624","Numeric"
554,"mnist_784","pixel625","Numeric"
554,"mnist_784","pixel626","Numeric"
554,"mnist_784","pixel627","Numeric"
554,"mnist_784","pixel628","Numeric"
554,"mnist_784","pixel629","Numeric"
554,"mnist_784","pixel630","Numeric"
554,"mnist_784","pixel631","Numeric"
554,"mnist_784","pixel632","Numeric"
554,"mnist_784","pixel633","Numeric"
554,"mnist_784","pixel634","Numeric"
554,"mnist_784","pixel635","Numeric"
554,"mnist_784","pixel636","Numeric"
554,"mnist_784","pixel637","Numeric"
554,"mnist_784","pixel638","Numeric"
554,"mnist_784","pixel639","Numeric"
554,"mnist_784","pixel640","Numeric"
554,"mnist_784","pixel641","Numeric"
554,"mnist_784","pixel642","Numeric"
554,"mnist_784","pixel643","Numeric"
554,"mnist_784","pixel644","Nominal"
554,"mnist_784","pixel645","Nominal"
554,"mnist_784","pixel646","Nominal"
554,"mnist_784","pixel647","Numeric"
554,"mnist_784","pixel648","Numeric"
554,"mnist_784","pixel649","Numeric"
554,"mnist_784","pixel650","Numeric"
554,"mnist_784","pixel651","Numeric"
554,"mnist_784","pixel652","Numeric"
554,"mnist_784","pixel653","Numeric"
554,"mnist_784","pixel654","Numeric"
554,"mnist_784","pixel655","Numeric"
554,"mnist_784","pixel656","Numeric"
554,"mnist_784","pixel657","Numeric"
554,"mnist_784","pixel658","Numeric"
554,"mnist_784","pixel659","Numeric"
554,"mnist_784","pixel660","Numeric"
554,"mnist_784","pixel661","Numeric"
554,"mnist_784","pixel662","Numeric"
554,"mnist_784","pixel663","Numeric"
554,"mnist_784","pixel664","Numeric"
554,"mnist_784","pixel665","Numeric"
554,"mnist_784","pixel666","Numeric"
554,"mnist_784","pixel667","Numeric"
554,"mnist_784","pixel668","Numeric"
554,"mnist_784","pixel669","Numeric"
554,"mnist_784","pixel670","Numeric"
554,"mnist_784","pixel671","Nominal"
554,"mnist_784","pixel672","Nominal"
554,"mnist_784","pixel673","Nominal"
554,"mnist_784","pixel674","Nominal"
554,"mnist_784","pixel675","Nominal"
554,"mnist_784","pixel676","Numeric"
554,"mnist_784","pixel677","Numeric"
554,"mnist_784","pixel678","Numeric"
554,"mnist_784","pixel679","Numeric"
554,"mnist_784","pixel680","Numeric"
554,"mnist_784","pixel681","Numeric"
554,"mnist_784","pixel682","Numeric"
554,"mnist_784","pixel683","Numeric"
554,"mnist_784","pixel684","Numeric"
554,"mnist_784","pixel685","Numeric"
554,"mnist_784","pixel686","Numeric"
554,"mnist_784","pixel687","Numeric"
554,"mnist_784","pixel688","Numeric"
